uid,species,gene_names,description,term_ids,gene_display_name,color
2002,ath,At5g09680|RLF1,Fewer lateral roots. Semi-dwarf. Short primary roots.,,At5g09680,#DAF7A6
5680,ath,AT5G49930|emb1441|embryo defective 1441|K9P8.7|K9P8_7,embryo defective; developmental arrest of mutant embryos.,PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,AT5G49930,#DAF7A6
575,ath,At1g52150|ICU4|AT1G52150|ATHB-15|ATHB15|CNA|CORONA|INCURVATA 4|F5F19.21|F5F19_21,"Early shoot meristem is large. Slightly abnormal vascular development. phb-13 phv-11 cna-2 triple mutants often displayed tri-cotyledons, enlarged SAM, stem fasciation, flowers with extra organs, silique enlargement, and reduced fertility. Plants appear superficially wild type in phenotype. Altered meristem size, organogenesis, and stem cell specification. Shoot meristems of 12 day old plants are significantly larger than wild-type meristems); the effect of cna-1 on shoot meristem size in 24 day old plants is reduced compared with earlier developmental time points. Plants appear superficially wild type in phenotype. Altered meristem size, organogenesis, and stem cell specification. Shoot meristems at early developmental stages are significantly larger than wild-type meristems, giving the appearance of a corona or ring-like meristems.",GO:0010014|GO:0009855|GO:0009965|GO:0010075|GO:0005634|GO:0009887|GO:0048263|GO:0080060|GO:0010087|PO:0025275|PO:0009009|PO:0020148|PO:0000229|PO:0009015|PO:0009029|PO:0009030|PO:0020003|PO:0020030|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000026|PO:0020124|PO:0020022|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At1g52150,#DAF7A6
1752,ath,At2g41850|ADPG2|AT2G41850|PGAZAT|polygalacturonase abscission zone A. thaliana|ARABIDOPSIS DEHISCENCE ZONE POLYGALACTURONASE 2|T11A7.5|T11A7_5,Reduced silique shattering under drought. Indehiscent siliques.,GO:0010047|GO:0010227|GO:0004650|GO:0009901|PO:0009029|PO:0009031|PO:0009046|PO:0009047|PO:0025281|PO:0000146|PO:0007616,At2g41850,#DAF7A6
2386,ath,At4g33520|PAA1|AT2G16365|AT4G33520|AT5G35590|HMA6|AtHMAC6|PCH1|P-type ATP-ase 1|HEAVY METAL ATPASE 6|Arabidopsis thaliana heavy metal ATPase 6|plastid chaperon 1|F17M5.280|F17M5_280|PHOTOPERIODIC CONTROL OF HYPOCOTYL 1|AT5G35590.1|K2K18.4|K2K18_4|20S PROTEASOME SUBUNIT PAA1|proteasome alpha subunit A1,High chlorophyll fluorescence. Slow growth. Elongated hypocotyls under short day growth. Reduced growth; high chlorophyll fluorescence under actinic light as a result of impaired photosynthetic electron transport due to a decreased level of holoplastocyanin. Reduced growth; high chlorophyll fluorescence under actinic light as a result of impaired photosynthetic electron transport due to a decreased level of holoplastocyanin.,GO:0009658|GO:0045893|GO:0080167|GO:0003674|GO:0009941|GO:0009570|GO:0009536|GO:0009767|GO:0009507|GO:0035434|GO:0005375|GO:0005774|GO:0005829|GO:0000502|GO:0010043|PO:0009005|PO:0009006|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0000005|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131|PO:0001170,At4g33520,#DAF7A6
6539,ath,EMB1799,embryo defective; terminal embryo phenotype: cotyledon stage.,GO:0005575|GO:0008150|GO:0003674,EMB1799,#DAF7A6
4330,ath,AT1G72150|PATL1|PATELLIN 1|T9N14.1|T9N14_1|AT1G72150.1,No visible phenotype.,GO:0009507|GO:0048046|GO:0009860|GO:0005886|GO:0005773|GO:0009506|GO:0002020|GO:0005794|GO:0016020|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131|PO:0001017,AT1G72150,#DAF7A6
6188,ath,EMB1370,embryo defective; terminal embryo phenotype: cotyledon stage.,GO:0005575|GO:0003674|GO:0008150,EMB1370,#DAF7A6
6933,ath,EMB2373,embryo defective; terminal embryo phenotype: transition stage.,GO:0008150|GO:0003674|GO:0005575,EMB2373,#DAF7A6
4314,ath,AT1G69640|SBH1|sphingoid base hydroxylase 1|F24J1.22,"Dwarf plants with reduced vigor, dies before expansion of the true leaves, necrotic lesions on cotyledons. When grew on agar plates, the double mutants displayed extended viability and developed into compact and epinastic rosette with small curled leaves and short petioles, however no bolting. Short roots on agar plate.",GO:0005794|GO:0046520|GO:0005783|GO:0009640|GO:0000170|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,AT1G69640,#DAF7A6
1189,ath,At4g01060|CPL3|At2g33540|AT2G33540|AT4G01060|ATCPL3|C-terminal domain phosphatase-like 3|F4P9.31|F4P9_31|ETC3|ENHANCER OF TRY AND CPC 3|CAPRICE-like MYB3|F2N1.40|F2N1_40,Abnormal root hairs. Increased trichome density. Early flowering. Slow growth. Exhibit a hos (high expression of osmotically regulated gene) phenotype; RD29A::LUC hyperexpression and transcript accumulation in response to ABA treatment in seedlings; plants grow more slowly and flower earlier than wild type plants. Reduced number of root hairs.Early flowering. Increased trichome branch number.Increased endoreduplication leading to hypertrophy.,GO:0005634|GO:0009788|GO:0008022|GO:0009651|GO:0009737|GO:0009753|GO:0048765|GO:0009751|GO:0010026|GO:0010228|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000014|PO:0000293|PO:0009001|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At4g01060,#DAF7A6
5631,ath,AT5G43890|YUC5|SUPER1|YUCCA5|SUPPRESSOR OF ER 1|F6B6.3|F6B6_3,"Disruption of shade avoidance response reflected in failure to increase hypocotyl and petiole length under end-of-the-day far-red light treatment and under low red to far-red conditions. Reduced fertility. Reduced hypocotyl and petiole length under end-of-day far-red light treatment (EOD-FR). Slight reduction in hypocotyl length under both high and low red to far-red (R:FR) conditions. elongated stems, elongated hypocotyls resulted from elongated epidermal and cortex cells, elongated pedicels resulted from elongated epidermal pavement cells and increased cortex cell numbers. altered leaf shape, reduced fertility,elongated hypocotyl resulted from elongated epidermal and cortex cells, elongated pedicel resulted from elongated epidermal pavement cells and increased cortex cell numbers. short siliques, very few seeds, elongated stems, elongated hypocotyls resulted from elongated epidermal and cortex cells, elongated pedicels resulted from elongated epidermal pavement cells and increased cortex cell numbers.",GO:0005575|GO:0009851|PO:0009005|PO:0009025|PO:0020030|PO:0000293|PO:0007081,AT5G43890,#DAF7A6
1001,ath,At2g02955|MEE12|AT2G02955|CCG|maternal effect embryo arrest 12|CENTRAL CELL GUIDANCE,Embryo defective (inferred). Female gametophyte defective.,GO:0009793|PO:0000293,At2g02955,#DAF7A6
942,ath,At2g18390|TTN5|AT1G59980|AT2G18390|AT2G41230|HAL|ARL2|ATARLC1|TITAN 5|HALLIMASCH|ARF-LIKE 2|T30D6.10|T30D6_10|OSR1|ORGAN SIZE RELATED 1|ARGOS-Like2|F13H10.22|F13H10_22|ATDJC39|GPS4|ARG1-like 2|gravity persistence signal 4|T2K10.3|T2K10_3,"Embryo defective-Preglobular. Enlarged embryo cells. Enlarged endosperm nuclei. No response to gravistimulation at 4C in both inflorescence shoots and hypocotyls. The phenotype is apparent after the plants have been returned to room temperature; reduced hypocotyl and root gravitropic response at room temperature. embryo defective; enlarged endosperm nuclei, immature seeds are filled with a watery endosperm and have a glassy appearance. Smaller organs, with a c. 12% reduction in the average blade area of the fully expanded &#64257;fth leaves compared with wild-type leaves.",GO:0009558|GO:0009793|GO:0009960|GO:0001558|GO:0005783|GO:0051302|GO:0048569|PO:0000003|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,At2g18390,#DAF7A6
1327,ath,At5g02200|FHL|AT5G02200|far-red-elongated hypocotyl1-like|T7H20.250|T7H20_250,"Long hypocotyl. Open cotyledons. Exhibits an insensitivity toward FR abrogation of gravitropism, showing a phenotype intermediate between phyA and phyB. Mutants possessed slightly, but significantly, longer hypocotyls than WT and phyB mutants. Significantly reduced inhibition of hypocotyl elongation was also evident at 1.4 and 3.4 &mu;mol m-2 sec-1. Unlike fhy1 null mutants, fhl-1 nulls do not display significantly decreased sensitivity to the phyA-dependent block of greening in white light after de-etiolation in high intensity FR. Short hypocotyl and open cotyledons, undergoing a partial deetiolation. The mutant showed only a slight reduction of germination compared with the WT in each treatment. In FR, fhl/fhy1 fails to inhibit hypocotyl elongation and exhibits a hypocotyl as long as phyA with closed cotyledons. Mutant is resistant to FR-induced block of  greening. The double mutant exhibited almost no promotion of germination.",GO:0005515|GO:0016607|GO:0010218|GO:0051457|GO:0009637|PO:0000013|PO:0000037|PO:0000230|PO:0009005|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001078|PO:0001081|PO:0001185|PO:0007064|PO:0007095|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At5g02200,#DAF7A6
2502,ath,At5g51700|PBS2|AT5G51700|ATRAR1|RPR2|RAR1|PPHB SUSCEPTIBLE 2|Required for Mla12 resistance 1|MIO24.17|MIO24_17,"Susceptible to specific strains of Pseudomonas syringae. Delayed chlorosis and cell death after Erysiphe cichoracearum infection compared to the pen3-1 single mutant. Susceptible to Pseudomonas syringae pv tomato (Pst) DC3000(avrRpm1). Severe reduction of DC3000(avrRpm1)-induced hypersensitive response. No visible phenotype. Susceptible to Pseudomonas syringae pv tomato (Pst) DC3000(avrRpm1). Lose AvrRpm1-induced cell death; reduced RPM1-myc accumulation. coi1 homozygotes are male sterile. Pst DC3000 strains grew better (infection) when inoculated on mutant rather than wildtype leaves. Examination under UV light of leaves inoculated with <i>Peronospora parasitica</i> revealed occasional plant cell death-associated autofluorescence. This mutant exhibits ~50% of the Peronospora parasitica spore levels counted on rpp5 plants. This mutant is considered susceptible to infection. No accumulation of whole cell reactive oxygen intermediates (ROI) was observed in the majority of interacting sites. Strong delay in hypersensitive response resulting in trailing plant cell necrosis, borne out by the appearance at late time points of autofluorescing dead cells on leaves. The plants were tested with inoculations of <i>Peronospora</i> isolate Noco2. This mutant exhibits low percentage of the Peronospora parasitica spore levels counted on rpp5 plants. This mutant is considered partially susceptible to infection. The mutant exhibits a significant flg22-induced reduction in bacterial growth, indicating that the gene is most probably not required for flg22-induced bacterial resistance. In the partially defective mutant plants, an attenuated hypersensitive response was observed at most plant-pathogen interaction sites,  and Noco2 mycelium was seen to emerge from these areas. At later times, there was less extensive pathogen growth and more extreme trailing plant cell death than was observed in the <i>rar1-11</i> mutants. Reactive oxygen intermediates (ROI) accumulation was observed at most pathogen interaction sites. Examination under UV light of leaves inoculated with <i>Peronospora parasitica</i> did not reveal occasional plant cell death-associated autofluorescence.",GO:0009816|GO:0051879|GO:0009626|GO:0005515|GO:0009817|GO:0042742|GO:0008270|GO:0002679|GO:0050821|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At5g51700,#DAF7A6
6571,ath,EMB1830,embryo defective; terminal embryo phenotype: preglobular stage.,GO:0008150|GO:0005575|GO:0003674,EMB1830,#DAF7A6
4009,ath,AT1G14685|BPC2|BBR/BPC2|ATBPC2|basic pentacysteine 2|F10B6.5|F10B6_5,"Slightly reduced vigor, perforated gynoecium septum, some reduction in female fertility, sporadic ovule abnormalities. Very reduced vigor, sensitive to any stress, reduced stature, small curled leaves, perforated gynoecium septum, severe reduction in female fertility, common ovule abnormalities, primary inflorescence usually infertile, fertility only in secondary inflorescences, some reduction in male fertility. Occasional perforated gynoecium septum, slight reduction in female fertility, sporadic ovule abnormalities. No visible phenotype.",GO:0006355|GO:0050793|GO:0003677|GO:0003700|GO:0009723|GO:0005634|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000256|PO:0000262|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,AT1G14685,#DAF7A6
4511,ath,AT2G25940|ALPHA-VPE|ALPHAVPE|AEP1|alpha-vacuolar processing enzyme|asparaginyl endopeptidase 1|F17H15.4,No visible phenotype. Suppressed fumonisin B1-induced lesion formation compared to wild type. Has greater suppression than the gammavpe-1 single mutant.,PO:0000230|PO:0009030|PO:0009046|PO:0009047|PO:0020100|PO:0025281|PO:0000084|PO:0000013|PO:0000014|PO:0007611|PO:0007616,AT2G25940,#DAF7A6
4749,ath,AT3G07780|OBE1|OBERON1|MLP3.23,altered disease response. No visible phenotype. Premature termination and loss of the shoot apical meristem. Failure to establish or maintain the root apical meristem.  Aberrant embryonic development. absence of roots and defective development of the vasculature.,GO:0005515|GO:0009536|GO:0010071|GO:0046740|GO:0010492|GO:0010078|GO:0010468|GO:0005634|GO:0080022|GO:0009793|GO:0031347|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000001|PO:0000056|PO:0009001|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001180|PO:0007131,AT3G07780,#DAF7A6
6018,ath,EMB1169,embryo defective; terminal embryo phenotype: cotyledon stage.,GO:0008150|GO:0005575|GO:0003674,EMB1169,#DAF7A6
114,ath,At5g49360|BXL1|AT5G49360|ATBXL1|beta-xylosidase 1|K7J8.3|K7J8_3|BETA-XYLOSIDASE 1|AT5G49360.1,Abnormal seed mucilage. Germinating seeds exhibit patchy mucilage release and have slightly delayed germination; stronger phenotype than bxl1-2 (CS16300) and bxl1-3 (CS16301). Germinating seeds exhibit patchy mucilage release and have slightly delayed germination; weaker phenotype than bxl1-1 (CS16299) and bxl1-3 (CS16301). Germinating seeds exhibit patchy mucilage release and have slightly delayed germination; weaker phenotype than bxl1-1 (CS16299).,GO:0048046|GO:0010214|GO:0046556|GO:0009505|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0000084|PO:0020003|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At5g49360,#DAF7A6
3946,ath,AT1G07390|RLP1|AtRLP1|receptor like protein 1|F22G5.26|F22G5_26,No visible phenotype.,GO:0007165|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,AT1G07390,#DAF7A6
6057,ath,EMB1214,embryo defective; terminal embryo phenotype: transition stage.,GO:0008150|GO:0003674|GO:0005575,EMB1214,#DAF7A6
2247,ath,At5g06700|TBR|AT5G06700|TRICHOME BIREFRINGENCE|MPH15.5|MPH15_5,"Short hypocotyl in the dark. Short inflorescence stems. altered patterns of cellulose deposition; leaf and stem trichomes lack strong birefringence under polarized light, characteristic of plant cells which contain highly ordered cellulose in their secondary cell walls;  reduced birefringence in the xylem of the leaf. Glassy-appearing trichomes of wild type shape and size. Mature trichomes collapse.",GO:0030244|GO:0003674|GO:0005802|GO:0005768|GO:0009827|GO:0005794|GO:0009834|GO:0045489|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At5g06700,#DAF7A6
